coco_url,caption,class,super_categories
http://images.cocodataset.org/val2017/000000309484.jpg,A dog sits while a person brushes his teeth.,283,"indoor, person, animal"
http://images.cocodataset.org/val2017/000000309495.jpg,A toilet that is in a bathroom with the lid up.,14,furniture
http://images.cocodataset.org/val2017/000000309655.jpg,A woman on skis in front of people on a slope.,4,"sports, person"
http://images.cocodataset.org/val2017/000000309678.jpg,There is a tray filled with sauce covered food,78,"person, furniture, food"
http://images.cocodataset.org/val2017/000000309938.jpg,A dog sits near books with a shirt on.,146,"indoor, animal"
http://images.cocodataset.org/val2017/000000309964.jpg,A pair of friends sit beneath a massive blue umbrella.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000310072.jpg,Hat sits on empty park bench made of black iron,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000310200.jpg,The dessert has been split into two halves on the plate.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000310862.jpg,"An office view shows cubicles and overhead lights in the background, and to the front ,  a serious looking man with a beard, vest and colorful tie. ",99,"accessory, person, furniture"
http://images.cocodataset.org/val2017/000000310980.jpg,A person looks at a very big computer monitor. ,123,"electronic, indoor"
http://images.cocodataset.org/val2017/000000311002.jpg,A man holding a baseball bat during a baseball game.,4,"sports, person"
http://images.cocodataset.org/val2017/000000311081.jpg,A bathroom is adorned with beige and white tiles.,14,furniture
http://images.cocodataset.org/val2017/000000311180.jpg,Someone holding out their hand with a pair of scissors on it,132,"person, indoor"
http://images.cocodataset.org/val2017/000000311190.jpg,A sleepy dog wearing a cowboy hat in the back seat of a car,35,"person, animal"
http://images.cocodataset.org/val2017/000000311295.jpg,Zebras and wort hogs living together on the plains.,1,animal
http://images.cocodataset.org/val2017/000000311303.jpg,A cup with soda in front of a panini with a side of greens.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000311392.jpg,A black and white cow in a barn next to a man.,35,"person, animal"
http://images.cocodataset.org/val2017/000000311394.jpg,A child holds a toothbrush in their hand.,132,"person, indoor"
http://images.cocodataset.org/val2017/000000311518.jpg,a small green boa is on a lake,12,vehicle
http://images.cocodataset.org/val2017/000000311789.jpg,A cat sleeping on a keyboard on a table.,13,"electronic, animal"
http://images.cocodataset.org/val2017/000000311883.jpg,A train passes by a road on a railroad track,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000311909.jpg,A very big white bus parked by the curb.,12,vehicle
http://images.cocodataset.org/val2017/000000311928.jpg,A little boy is hitting a ball with a bat.,4,"sports, person"
http://images.cocodataset.org/val2017/000000311950.jpg,A hot dog with condiments and confetti all around,19,food
http://images.cocodataset.org/val2017/000000312192.jpg,A white plate of food on a table.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000312213.jpg,Gray and white cat sitting next to open laptop.,13,"electronic, animal"
http://images.cocodataset.org/val2017/000000312237.jpg,People are having fun on a crowded beach.,157,"sports, vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000312263.jpg,A very tall building with lots of windows and a clock mounted to it's side.,41,indoor
http://images.cocodataset.org/val2017/000000312278.jpg,A collection of luggage that has been placed on a wooden carrier.,86,accessory
http://images.cocodataset.org/val2017/000000312340.jpg,A black and white cat sitting on top of leaves.,1,animal
http://images.cocodataset.org/val2017/000000312406.jpg,a table that has some bananas and a cup on it,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000312421.jpg,a luggage bag on top of a table ,164,"vehicle, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000312489.jpg,A woman standing on top of a sandy beach with a surfboard.,67,"vehicle, sports, person"
http://images.cocodataset.org/val2017/000000312552.jpg,Woman standing while eating pizza from a plate.,43,"person, food"
http://images.cocodataset.org/val2017/000000312586.jpg,A black bear stands in the tall grass.,1,animal
http://images.cocodataset.org/val2017/000000312720.jpg,A skier is clearing a jump at the top of a slope,4,"sports, person"
http://images.cocodataset.org/val2017/000000313034.jpg,A man smiling while standing in front of a woman with a piece of cake. ,269,"kitchen, person, food, indoor"
http://images.cocodataset.org/val2017/000000313130.jpg,A refrigerator up against a wall with a mirror.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000313182.jpg,A purple and white bus driving down a street.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000313454.jpg,A man in a suit is talking to a group,27,"kitchen, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000313562.jpg,A woman standing behind a table with carrots on it at a produce market.,43,"person, food"
http://images.cocodataset.org/val2017/000000313588.jpg,The woman holding an umbrella smiles on the narrow street beside the sidewalk.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000313783.jpg,The meal on the dish is ready to be eaten. ,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000314034.jpg,A herd of cattle is near a flock of birds swimming in the water.,1,animal
http://images.cocodataset.org/val2017/000000314177.jpg,a person taking a photo in a bath room mirror,107,"person, furniture"
http://images.cocodataset.org/val2017/000000314182.jpg,a close up of a bowl with vegetables with broccolli,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000314251.jpg,A group of motorcycles down a long street filled with trees on either side.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000314264.jpg,a man making a flower display in a vase on a wall,126,"person, furniture, indoor"
http://images.cocodataset.org/val2017/000000314294.jpg,An elephant walks alone past some big rocks boulders in an open field,1,animal
http://images.cocodataset.org/val2017/000000314541.jpg,The bench in the field is empty with no one around it.,52,outdoor
http://images.cocodataset.org/val2017/000000314709.jpg,"An individual is in the open view in the picture. 
",4,"sports, person"
http://images.cocodataset.org/val2017/000000314914.jpg,Several signs attached to a post detail regulations related to parking and other issues.,12,vehicle
http://images.cocodataset.org/val2017/000000315001.jpg,A picture of some birds are flying around in the air.,1,animal
http://images.cocodataset.org/val2017/000000315187.jpg,A bus parked in front of a building.,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000315219.jpg,A phone mounted to a wall next to a doorway.,41,indoor
http://images.cocodataset.org/val2017/000000315257.jpg,A bird is sitting on a bowl of birdseed.,1,animal
http://images.cocodataset.org/val2017/000000315450.jpg,some cars a red bus and a blue bus,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000315492.jpg,A little girl shows her stuffed bear how to use the bathroom.,126,"person, furniture, indoor"
http://images.cocodataset.org/val2017/000000316015.jpg,A cat is sitting by a computer on a desk.,200,"electronic, indoor, animal"
http://images.cocodataset.org/val2017/000000316054.jpg,Steam rising from a train moving along tracks.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000316404.jpg,Two men posing for a picture in a tennis game in a funny way.,4,"sports, person"
http://images.cocodataset.org/val2017/000000316666.jpg,A clear glass vase holding flowers in front of a mirror. ,40,"kitchen, furniture, indoor"
http://images.cocodataset.org/val2017/000000317024.jpg,A zebra is next to fences standing on white ground.,1,animal
http://images.cocodataset.org/val2017/000000317433.jpg,Man in a field walking behind two Clydesdale horses.,35,"person, animal"
http://images.cocodataset.org/val2017/000000317999.jpg,A father with a braided beard is looking at his child. ,126,"person, furniture, indoor"
http://images.cocodataset.org/val2017/000000318080.jpg,two bears playing together while swimming near a log.,1,animal
http://images.cocodataset.org/val2017/000000318114.jpg,a plate with a slice of orange with a piece of cake ,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000318138.jpg,A girl playing Wii holding two remotes ,30,"electronic, person"
http://images.cocodataset.org/val2017/000000318238.jpg,Two small dogs and a cat sleeping on a bed.,48,"furniture, animal"
http://images.cocodataset.org/val2017/000000318455.jpg,This table has cupcakes and cake on it.,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000318908.jpg,A small white dog looking into a camera.,1,animal
http://images.cocodataset.org/val2017/000000319100.jpg,A woman and a man sitting on a couch next to each other.,60,"kitchen, electronic, person, furniture"
http://images.cocodataset.org/val2017/000000319184.jpg,some players are playing frisbee on a grass field,4,"sports, person"
http://images.cocodataset.org/val2017/000000319369.jpg,PEOPLE STANDING NEAR A GUARD IN FRONT OF A RENTAL STORE.,216,"vehicle, outdoor, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000319534.jpg,A young man standing in the doorway of a bus,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000319607.jpg,A bent traffic light next to the side of a street.,15,"vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000319617.jpg,A plate with a hotdog and two glasses with beverages.,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000319696.jpg,bright red microwave sitting on the kitchen counter,124,"appliance, kitchen, furniture, indoor"
http://images.cocodataset.org/val2017/000000319721.jpg,A woman stands beside a large brown horse.,35,"person, animal"
http://images.cocodataset.org/val2017/000000319935.jpg,There is a living room with a wide open view,39,"electronic, furniture, indoor"
http://images.cocodataset.org/val2017/000000320232.jpg,A Public Parking Payment booth in a lot.,15,"vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000320425.jpg,A group of giraffe standing next to each other on a dirt field.,1,animal
http://images.cocodataset.org/val2017/000000320490.jpg,a boy is swinging a baseball bat at a game,31,"kitchen, sports, person"
http://images.cocodataset.org/val2017/000000320554.jpg,A black cat sits beneath a bench in the sun.,131,"outdoor, animal"
http://images.cocodataset.org/val2017/000000320632.jpg,A group of zebras are standing together in the grass.,1,animal
http://images.cocodataset.org/val2017/000000320642.jpg,Two women standing next to each other with one holding video game controllers.,30,"electronic, person"
http://images.cocodataset.org/val2017/000000320664.jpg,A plate of some food on a table.,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000320696.jpg,Surfer riding out end of wave with large breaking wave in background.,4,"sports, person"
http://images.cocodataset.org/val2017/000000320743.jpg,A group of elephants being ridden by people wearing blue,35,"person, animal"
http://images.cocodataset.org/val2017/000000321118.jpg,Laptop computer sitting at a disc with various fuzzy objects.,11,electronic
http://images.cocodataset.org/val2017/000000321214.jpg,A toddler eats cake with his hands in his high chair.,78,"person, furniture, food"
http://images.cocodataset.org/val2017/000000321333.jpg,"A vintage closeup shows a chair with a toddler with a big smile and a big toy bear seated right  next to a second toddler with a semi-smile, holding what appears to be a coin purse.",132,"person, indoor"
http://images.cocodataset.org/val2017/000000321557.jpg,a close up of a motorcycle parked near a building,12,vehicle
http://images.cocodataset.org/val2017/000000321790.jpg,A tennis player getting ready to play a game.,4,"sports, person"
http://images.cocodataset.org/val2017/000000321887.jpg,White sheep standing in front of a colorful wall in a building. ,1,animal
http://images.cocodataset.org/val2017/000000322163.jpg,A couple of guys cooking in a restaruant kitchen that is open to the restaurant.,183,"food, electronic, kitchen, appliance, person, furniture"
http://images.cocodataset.org/val2017/000000322211.jpg,A BOX OF DOUGHNUTS JUST SHORT OF A DOZEN,58,"furniture, food"
http://images.cocodataset.org/val2017/000000322352.jpg,A fireplace and dining table in a dining room.,2,"furniture, indoor"
http://images.cocodataset.org/val2017/000000322429.jpg,A shelf of antique pottery in an antique store ,189,"kitchen, indoor"
http://images.cocodataset.org/val2017/000000322574.jpg,Food items served in small tray displayed on table.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000322610.jpg,A woman leaning against a store front with an umbrella.,172,"outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000322724.jpg,A man is standing on a snowy hills with his skiis.,4,"sports, person"
http://images.cocodataset.org/val2017/000000322829.jpg,A BENCH IS SEATED ON THE GRASS ,52,outdoor
http://images.cocodataset.org/val2017/000000322844.jpg,A teddy bear and a stuffed fish set next to each other.,207,"outdoor, indoor"
http://images.cocodataset.org/val2017/000000322864.jpg,A yellow taxi cab sitting below tall buildings.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000322895.jpg,A living room filled with furniture next to a window.,61,"electronic, kitchen, furniture, indoor"
http://images.cocodataset.org/val2017/000000322944.jpg,An injured woman holding a teddy bear close to her chest,132,"person, indoor"
http://images.cocodataset.org/val2017/000000322959.jpg,"A selection of breads, meat, spreads, and cheeses. ",16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000322968.jpg,A tall green clock tower sitting in the middle of a sidewalk.,41,indoor
http://images.cocodataset.org/val2017/000000323151.jpg,A beer sits untouched on a table with other food,16,"kitchen, furniture, food"
http://images.cocodataset.org/val2017/000000323202.jpg,A toilet that has three sea shells on top.,2,"furniture, indoor"
http://images.cocodataset.org/val2017/000000323263.jpg,A woman is selling fruit in a poor neighborhood.,55,"electronic, accessory, person"
http://images.cocodataset.org/val2017/000000323355.jpg,A young boy dressed in yellow holding a pizza in a box.,43,"person, food"
http://images.cocodataset.org/val2017/000000323496.jpg,A boy swinging a tennis racket at a ball on a court.,59,"outdoor, sports, person"
http://images.cocodataset.org/val2017/000000323571.jpg,A street sign is shown across from a street with has cars and a traffic light. ,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000323709.jpg,An airplane is parked next to a domed tower.,12,vehicle
http://images.cocodataset.org/val2017/000000323751.jpg,A train one track away from a platform at a stop.,15,"vehicle, outdoor, accessory, person"
http://images.cocodataset.org/val2017/000000323799.jpg,A group of people standing next to each other on a field.,4,"sports, person"
http://images.cocodataset.org/val2017/000000323828.jpg,A white train hauling cargo along a track.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000323895.jpg,a person swinging a tennis racket on a tennis court.,4,"sports, person"
http://images.cocodataset.org/val2017/000000324158.jpg,This man is riding a skateboard behind a dog.,323,"vehicle, sports, person, animal"
http://images.cocodataset.org/val2017/000000324258.jpg,A couple of men standing in a living room holding Wii game controllers.,116,"electronic, indoor, kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000324614.jpg,"Young lady, wearing a black dress, brushing her teeth.",132,"person, indoor"
http://images.cocodataset.org/val2017/000000324715.jpg,A laptop computer sits on a desk with scissors.,123,"electronic, indoor"
http://images.cocodataset.org/val2017/000000324818.jpg,Two parrots perching on a tree branch in a tropical garden.,1,animal
http://images.cocodataset.org/val2017/000000324927.jpg,A plate of two slices of pizza and a cup of juice.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000325031.jpg,A ceramic elephant that is standing up on fake water.,317,"outdoor, accessory, person, animal"
http://images.cocodataset.org/val2017/000000325114.jpg,a little red tabke with a plate on it in the bathroom ,14,furniture
http://images.cocodataset.org/val2017/000000325306.jpg,a little zebra biting its own tali ,1,animal
http://images.cocodataset.org/val2017/000000325347.jpg,The tennis player is running to meat the ball.,324,"accessory, sports, person, furniture"
http://images.cocodataset.org/val2017/000000325483.jpg,Two men standing in a room and holding Wii video game controllers.,116,"electronic, indoor, kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000325527.jpg,a brown teddy bear sitting on a huge box,41,indoor
http://images.cocodataset.org/val2017/000000325838.jpg,The woman is using a laptop that sits on a stack of other laptops.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000325991.jpg,A man gets ready to throw a frisbee in a park.,4,"sports, person"
http://images.cocodataset.org/val2017/000000326082.jpg,A living room with a wooden floor filled with furniture.,325,"food, electronic, indoor, kitchen, furniture"
http://images.cocodataset.org/val2017/000000326128.jpg,A person standing in the snow near a snow board.,24,"accessory, sports, person"
http://images.cocodataset.org/val2017/000000326174.jpg,A group of surfers are carrying their surf boards into the ocean.,4,"sports, person"
http://images.cocodataset.org/val2017/000000326248.jpg,A tennis court has a few people in the bleachers.,324,"accessory, sports, person, furniture"
http://images.cocodataset.org/val2017/000000326462.jpg,A person holding a donut with a napkin.,43,"person, food"
http://images.cocodataset.org/val2017/000000326541.jpg,A crowd of people holding their cameras up taking pictures.,168,"vehicle, electronic, person"
http://images.cocodataset.org/val2017/000000326542.jpg,A person skiing down a mountain on a trail.,4,"sports, person"
http://images.cocodataset.org/val2017/000000326627.jpg,a street view of cars and buildings with a rainbow in the sky,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000326970.jpg,A man and two women sitting on a tan ledge.,57,"electronic, accessory, person, indoor"
http://images.cocodataset.org/val2017/000000327306.jpg,A skateboarder performing a trick on a ledge.,4,"sports, person"
http://images.cocodataset.org/val2017/000000327592.jpg,Woman showing delight with plated chocolate desert dish .,296,"indoor, kitchen, person, food"
http://images.cocodataset.org/val2017/000000327601.jpg,Woman with blue dress sitting in modern chair next to vase in empty room.,126,"person, furniture, indoor"
http://images.cocodataset.org/val2017/000000327605.jpg,The woman wearing skis and a helmet is standing with skis and ski poles. ,4,"sports, person"
http://images.cocodataset.org/val2017/000000327617.jpg,An older photo of a woman on a tennis court posing with her raquet.,4,"sports, person"
http://images.cocodataset.org/val2017/000000327701.jpg,A woman is playing tennis with her children.,31,"kitchen, sports, person"
http://images.cocodataset.org/val2017/000000327769.jpg,A cat curled up in a white bathroom sink.,326,"indoor, kitchen, animal, appliance, furniture"
http://images.cocodataset.org/val2017/000000327780.jpg,a close up of a piece of cake on a plate,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000327890.jpg,Three empty benches face each other beneath a canopy.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000328030.jpg,"The stuffed bear is holding a hockey stick  and ""playing"" hockey with them ""watching.""",41,indoor
http://images.cocodataset.org/val2017/000000328117.jpg,Donuts in a staging area with a pair of tongs near them.,19,food
http://images.cocodataset.org/val2017/000000328238.jpg,A man wearing a blue shirt catching a white frisbee.,118,"sports, outdoor, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000328286.jpg,Boats docked at a harbor facing the city.,12,vehicle
http://images.cocodataset.org/val2017/000000328337.jpg,Young boy almost ready to throw a frisbee.,4,"sports, person"
http://images.cocodataset.org/val2017/000000328430.jpg,Woman tennis player returning a tennis ball. ,54,"sports, person, furniture"
http://images.cocodataset.org/val2017/000000328601.jpg,Tennis player getting ready to back hand the ball over the net.,4,"sports, person"
http://images.cocodataset.org/val2017/000000328683.jpg,A parking meter decorated with different colors of paper. ,227,"outdoor, furniture"
http://images.cocodataset.org/val2017/000000328959.jpg,An oddly shaped black toilet lid in a bathroom.,14,furniture
http://images.cocodataset.org/val2017/000000329041.jpg,A group of brief cases are piled up on the sidewalks.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000329080.jpg,A hotel room with focus on the two beds.,135,"accessory, furniture"
http://images.cocodataset.org/val2017/000000329219.jpg,there is a small puppy on the kitchen floor,203,"appliance, kitchen, person, animal"
http://images.cocodataset.org/val2017/000000329319.jpg,a cat sitting on a chair looking at the ground ,312,"outdoor, furniture, animal"
http://images.cocodataset.org/val2017/000000329323.jpg,A group of people who are standing together.,80,person
http://images.cocodataset.org/val2017/000000329447.jpg,A sheepdog runs around a herd of cows in a fenced-in field.,1,animal
http://images.cocodataset.org/val2017/000000329455.jpg,a cutting board covered with a big pepperoni pizza ,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000329456.jpg,"A group of people walking across asphalt, dressed informally",109,"accessory, person, food"
http://images.cocodataset.org/val2017/000000329542.jpg,A picture of a person touching a cupcake.,95,"kitchen, person, food"
http://images.cocodataset.org/val2017/000000329614.jpg,A bus and other cars are traveling on a street.,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000329827.jpg,A person in a blue coat is skiing down a slope.,4,"sports, person"
http://images.cocodataset.org/val2017/000000330369.jpg,A medium sized red boat going down a waterway.,103,"vehicle, person, animal"
http://images.cocodataset.org/val2017/000000330396.jpg,A man and a woman holding stuffed teddy bears near the ocean.,4,"sports, person"
http://images.cocodataset.org/val2017/000000330790.jpg,An elephant wearing a saddle holds leaves in it's trunk.,1,animal
http://images.cocodataset.org/val2017/000000330818.jpg,A man prepare food in the small kitchen.,327,"appliance, kitchen, person, indoor"
http://images.cocodataset.org/val2017/000000331075.jpg,A dog enjoying playing on the beach in the sun,1,animal
http://images.cocodataset.org/val2017/000000331280.jpg,White show horses and handlers performing during public event.,35,"person, animal"
http://images.cocodataset.org/val2017/000000331317.jpg,A clock reads almost 2:30 with a building behind it,132,"person, indoor"
http://images.cocodataset.org/val2017/000000331352.jpg,A small closed toilet in a cramped space.,51,"appliance, furniture"
http://images.cocodataset.org/val2017/000000331569.jpg,A strawberry milk shake and two strawberries on a plate.,32,kitchen
http://images.cocodataset.org/val2017/000000331604.jpg,A man kiteboarding over the ocean under a blue sky.,4,"sports, person"
http://images.cocodataset.org/val2017/000000331799.jpg,A woman standing in front of a box handing a woman a bag of food.,43,"person, food"
http://images.cocodataset.org/val2017/000000331817.jpg,"A woman getting food off of a table, with a purple sweater on.",56,"food, electronic, kitchen, person, furniture"
http://images.cocodataset.org/val2017/000000332318.jpg,Cattle on a level pasture in a mountainous area.,22,"vehicle, animal"
http://images.cocodataset.org/val2017/000000332351.jpg,A group of surfers ride waves in the ocean.,4,"sports, person"
http://images.cocodataset.org/val2017/000000332455.jpg,A bright pink toilet seat with the lid open. ,14,furniture
http://images.cocodataset.org/val2017/000000332570.jpg,A PERSON HOLDING A BLACKBERRY CELL PHONE IN THEIR HAND ,30,"electronic, person"
http://images.cocodataset.org/val2017/000000332845.jpg,A man in white shirt sitting at a laptop in bedroom.,81,"electronic, person, furniture"
http://images.cocodataset.org/val2017/000000332901.jpg,a couple of sheep are in a corral together,35,"person, animal"
http://images.cocodataset.org/val2017/000000333069.jpg,A photo of a giraffe getting up off the ground.,1,animal
http://images.cocodataset.org/val2017/000000333237.jpg,A black and white photo of a bedroom.,14,furniture
http://images.cocodataset.org/val2017/000000333402.jpg,A man standing in front of the open door of a bus.,238,"electronic, vehicle, person"
http://images.cocodataset.org/val2017/000000333697.jpg,Two signs that are on the side of a wall.,52,outdoor
http://images.cocodataset.org/val2017/000000333745.jpg,Woman walking next to commuter bus with umbrella on rainy day.,164,"vehicle, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000333772.jpg,Two cats laying on a keyboard in front of a monitor.,328,"electronic, kitchen, furniture, animal"
http://images.cocodataset.org/val2017/000000333956.jpg,A parking meter beside a walkway near the water.,52,outdoor
http://images.cocodataset.org/val2017/000000334006.jpg,Garbage and police trucks on a city street,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000334309.jpg,A man taking a selfie while eating pizza.,329,"vehicle, electronic, person, food"
http://images.cocodataset.org/val2017/000000334371.jpg,Double-decker buses sit at the curb in front of an old building.,46,"vehicle, outdoor, person"
http://images.cocodataset.org/val2017/000000334399.jpg,A man standing in front of a clock.,143,"accessory, person, indoor"
http://images.cocodataset.org/val2017/000000334417.jpg,A man looks on as he finishes his meal,109,"accessory, person, food"
http://images.cocodataset.org/val2017/000000334483.jpg,People outside at table eating cake on plates.,230,"kitchen, accessory, person, food"
http://images.cocodataset.org/val2017/000000334521.jpg,Two giraffes stare at a crane from behind a fence.,35,"person, animal"
http://images.cocodataset.org/val2017/000000334530.jpg,There is a surfer on a surfboard in a pipeline,4,"sports, person"
http://images.cocodataset.org/val2017/000000334555.jpg,A black and white cow on side of street next to people.,7,"electronic, animal, vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000334719.jpg,People walking on sand next to a mountainous area.,31,"kitchen, sports, person"
http://images.cocodataset.org/val2017/000000334767.jpg,people going along a hill on skiis during a race ,4,"sports, person"
http://images.cocodataset.org/val2017/000000334977.jpg,A pink smartphone with Windows 8 on the screen.  ,11,electronic
http://images.cocodataset.org/val2017/000000335081.jpg,A group of stuffed animals are arranged together.,330,"animal, indoor"
http://images.cocodataset.org/val2017/000000335177.jpg,A white truck parked in a persons driveway,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000335328.jpg,a couple of people that are surfing in water,4,"sports, person"
http://images.cocodataset.org/val2017/000000335427.jpg,A bowl full of broth and pieces of broccoli with a spoon and fork.,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000335450.jpg,Two brown ponies in grassy field next to a fence.,1,animal
http://images.cocodataset.org/val2017/000000335529.jpg,A empty bench is located next to the water of a harbor.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000335658.jpg,Thee computer keyboard is white and it has a matching white mouse. ,11,electronic
http://images.cocodataset.org/val2017/000000335800.jpg,A street sign with flags and a high rise building in the background.,52,outdoor
http://images.cocodataset.org/val2017/000000335954.jpg,this is a salad in some glass bowls,32,kitchen
http://images.cocodataset.org/val2017/000000336053.jpg,"Kids are sitting at a table with a plate, fork, spoon, and cups on it.",104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000336209.jpg,A man riding a skateboard up a wooden ramp.,59,"outdoor, sports, person"
http://images.cocodataset.org/val2017/000000336232.jpg,"A busy street with cars, a motorcycle and a passenger bus",9,"vehicle, person"
http://images.cocodataset.org/val2017/000000336265.jpg,a woman stands on a grassy hill in the mountains,4,"sports, person"
http://images.cocodataset.org/val2017/000000336309.jpg,A airplane is flying through a cloudy blue sky.,12,vehicle
http://images.cocodataset.org/val2017/000000336356.jpg,A beautiful woman sitting at a table with two pizzas.,104,"kitchen, person, furniture, food"
http://images.cocodataset.org/val2017/000000336587.jpg,A stop sign is on a dented wooden pole.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000336628.jpg,A Man dressed like clown getting off bus.,168,"vehicle, electronic, person"
http://images.cocodataset.org/val2017/000000336658.jpg,A city skyline after the sun has set. ,9,"vehicle, person"
http://images.cocodataset.org/val2017/000000337055.jpg,A woman is sitting with a suitcase on some train tracks.,17,"accessory, person"
http://images.cocodataset.org/val2017/000000337498.jpg,A large slice of pizza with cheese and marinara sauce on a plate. ,10,"kitchen, food"
http://images.cocodataset.org/val2017/000000337987.jpg,"A brown, black and white bird resting on a tree branch.",1,animal
http://images.cocodataset.org/val2017/000000338191.jpg,Several different fire hydrants that have been painted various colors.,52,outdoor
http://images.cocodataset.org/val2017/000000338219.jpg,A couple of motorcycles parked next to each other.,42,"vehicle, person, furniture"
http://images.cocodataset.org/val2017/000000338304.jpg,On a narrow street people are taking pictures of sheep.,250,"electronic, accessory, person, animal"
http://images.cocodataset.org/val2017/000000338325.jpg,An American Airlines plane is in the sky,12,vehicle
http://images.cocodataset.org/val2017/000000338428.jpg,A photo of a green truck parked in grass.,12,vehicle
http://images.cocodataset.org/val2017/000000338532.jpg,A small giraffe standing on sand in its zoo enclosure,35,"person, animal"
http://images.cocodataset.org/val2017/000000338560.jpg,A blue fire hydrant posed on a street corner in a city.,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000338624.jpg,a man is walking his dog through the city,331,"food, animal, vehicle, outdoor, person, furniture"
http://images.cocodataset.org/val2017/000000338625.jpg,A double city bus is pulled up to a bus stop.,36,"vehicle, accessory, person"
http://images.cocodataset.org/val2017/000000338718.jpg,A broken street sign lays on the side of a road.,12,vehicle
http://images.cocodataset.org/val2017/000000338901.jpg,A dog looks up while laying on a blue couch.,66,"electronic, furniture, animal"
http://images.cocodataset.org/val2017/000000338905.jpg,People eating a meal at a long table covered with umbrellas outside a restaurant ,332,"food, kitchen, vehicle, accessory, person, furniture"
http://images.cocodataset.org/val2017/000000338986.jpg,a blue and yellow train a building and some cars,12,vehicle
http://images.cocodataset.org/val2017/000000339442.jpg,A sandwich with a pile a olives and an apple on a tablecloth. ,58,"furniture, food"
http://images.cocodataset.org/val2017/000000339823.jpg,A woman wearing an orange dress holding a black lace umbrella. ,17,"accessory, person"
http://images.cocodataset.org/val2017/000000339870.jpg,A church steeple is shown amidst telephone wires and lights. ,3,"vehicle, outdoor"
http://images.cocodataset.org/val2017/000000340015.jpg,A pizza with sausage tomato green peppers and cheese.,58,"furniture, food"
http://images.cocodataset.org/val2017/000000340175.jpg,A LITTLE ROOM AND DINING ROOM AREA WITH FURNITURE,333,"food, outdoor, furniture, indoor"
http://images.cocodataset.org/val2017/000000340272.jpg,A group of sheep standing next to a river on dry grass.,1,animal
http://images.cocodataset.org/val2017/000000340451.jpg,A man sitting on a bench wearing a yellow jacket.,75,"outdoor, person"
http://images.cocodataset.org/val2017/000000340697.jpg,Several rows of Crush soda in bottles in a refrigerator,32,kitchen
